"","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","TotalBsmtSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","YrSold","SalePrice","LotShapes","LotConfigs","Neighborhoods","BldgTypes","HouseStyles","Exterior_1st","Foundations","BsmtFin_Type1","Kitchen_Qual","GarageTypes"
"1088",79,8910,6,6,1959,1959,655,1194,1,0,3,6,1,2,2006,159500,"Reg","Corner","NAmes","1Fam","1Story","BrkFace","CBlock","ALQ","TA","BuiltIn"
"1089",24,2016,5,5,1970,1970,630,1302,2,1,3,6,0,2,2007,106000,"Reg","Inside","BrDale","TwnhsE","2Story","HdBoard","CBlock","Unf","TA","Detchd"
"1090",98,12256,8,5,1994,1995,1463,2622,2,1,3,9,2,2,2010,325000,"IR1","Corner","NoRidge","1Fam","2Story","HdBoard","PConc","GLQ","Gd","Attchd"
"1091",114,10357,7,5,1990,1991,910,1442,2,0,3,6,1,2,2007,179900,"IR1","Corner","SawyerW","1Fam","1Story","HdBoard","PConc","GLQ","Gd","Attchd"
"1092",168,23257,7,5,2006,2006,868,2021,2,1,3,9,1,2,2006,274725,"IR3","CulDSac","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1093",NA,8063,6,5,2000,2000,924,1690,2,1,3,7,1,2,2007,181000,"Reg","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","TA","Attchd"
"1094",107,11362,8,5,2004,2005,1836,1836,2,0,3,7,1,3,2009,280000,"IR1","Inside","NridgHt","1Fam","1Story","MetalSd","PConc","GLQ","Gd","Attchd"
"1095",NA,8000,6,5,1995,1996,773,1658,2,1,3,8,1,2,2008,188000,"Reg","Inside","Gilbert","1Fam","2Story","HdBoard","PConc","GLQ","TA","Attchd"
"1096",80,10480,7,6,1976,1976,803,1964,2,1,4,8,1,2,2008,205000,"Reg","Inside","NWAmes","1Fam","2Story","Plywood","CBlock","ALQ","TA","Attchd"
"1097",73,7100,5,7,1957,1957,816,816,1,0,2,5,0,1,2006,129900,"IR1","Corner","NAmes","1Fam","1Story","WdShing","CBlock","GLQ","TA","Detchd"
"1098",66,8923,5,7,1953,2006,1008,1008,1,0,2,6,0,1,2007,134500,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","BLQ","Gd","Attchd"
"1099",90,5400,5,7,1954,2000,833,833,1,0,2,4,0,1,2006,117000,"Reg","Inside","OldTown","1Fam","1Story","MetalSd","CBlock","Rec","Gd","Detchd"
"1100",93,12085,8,5,2007,2007,1734,1734,2,0,3,7,1,3,2007,318000,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1101",NA,7750,8,5,2002,2002,408,1419,2,1,3,7,1,2,2009,184100,"Reg","Inside","Gilbert","1Fam","SLvl","VinylSd","PConc","GLQ","Gd","BuiltIn"
"1102",57,9764,5,7,1967,2003,894,894,1,0,3,5,0,2,2008,130000,"IR1","FR2","Sawyer","1Fam","1Story","VinylSd","CBlock","BLQ","Gd","Attchd"
"1103",85,13825,5,6,1958,1987,533,1601,1,0,3,6,0,1,2008,140000,"Reg","Inside","Sawyer","1Fam","SLvl","MetalSd","CBlock","Unf","TA","BuiltIn"
"1104",70,7560,5,5,1959,1959,1040,1040,1,0,3,6,0,1,2006,133700,"Reg","Inside","NAmes","1Fam","1Story","BrkFace","CBlock","LwQ","TA","Attchd"
"1105",59,8263,6,5,1920,1950,1012,1012,1,0,2,6,1,1,2007,118400,"Reg","Inside","IDOTRR","1Fam","1Story","BrkFace","BrkTil","Unf","TA","Detchd"
"1106",84,10084,7,5,2005,2006,1552,1552,2,0,3,7,0,3,2006,212900,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1107",NA,8926,4,3,1956,1956,672,960,1,0,3,5,0,1,2009,112000,"IR1","Corner","Edwards","1Fam","1Story","AsbShng","CBlock","Unf","TA","Basment"
"1108",50,9405,5,9,1947,2008,698,698,1,0,2,4,0,0,2009,118000,"Reg","Inside","Edwards","1Fam","1Story","VinylSd","CBlock","Unf","TA",NA
"1109",NA,9125,7,5,1992,1992,384,1482,2,1,3,7,1,2,2007,163900,"IR1","Inside","Gilbert","1Fam","SLvl","HdBoard","PConc","Unf","Gd","Attchd"
"1110",60,10434,4,5,1955,1955,1005,1005,1,0,2,5,1,2,2009,115000,"Reg","Inside","NAmes","1Fam","1Story","Plywood","CBlock","Unf","Fa","Detchd"
"1111",53,3684,7,5,2007,2007,1373,1555,2,0,2,7,1,3,2009,174000,"Reg","Inside","Blmngtn","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1112",182,14572,7,5,2004,2004,1530,1530,2,0,3,7,1,3,2007,259000,"IR3","Corner","Gilbert","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1113",59,11796,7,5,2004,2005,847,1959,2,1,4,8,1,2,2007,215000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1114",60,7200,5,5,1980,1980,936,936,1,0,2,4,0,2,2007,140000,"Reg","Inside","OldTown","Duplex","SFoyer","MetalSd","CBlock","GLQ","TA","Detchd"
"1115",65,7804,4,3,1928,1950,1122,1981,2,0,4,7,2,2,2009,135000,"Reg","Inside","SWISU","1Fam","1.5Fin","WdShing","BrkTil","BLQ","Gd","Detchd"
"1116",63,10712,5,5,1991,1992,974,974,1,0,3,5,0,0,2007,93500,"Reg","Inside","Mitchel","1Fam","1Story","HdBoard","PConc","BLQ","TA",NA
"1117",90,9900,6,4,1880,1950,1008,2210,2,0,5,8,0,1,2007,117500,"Reg","Inside","OldTown","1Fam","2Story","Wd Sdng","BrkTil","Unf","Fa","Detchd"
"1118",80,9828,8,5,1995,1995,1128,2020,2,1,3,8,1,2,2009,239500,"IR1","Inside","SawyerW","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1119",57,8773,6,5,1997,1997,916,1600,2,1,3,7,1,2,2007,169000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","TA","Attchd"
"1120",60,6180,6,5,1926,1950,960,986,1,0,2,5,1,1,2007,102000,"Reg","Corner","BrkSide","1Fam","1Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"1121",80,9600,6,5,1950,1950,1032,1252,1,0,3,6,0,1,2008,119000,"Reg","Inside","NAmes","1Fam","1.5Fin","VinylSd","CBlock","BLQ","TA","Attchd"
"1122",54,6342,5,8,1875,1996,780,1020,1,0,2,6,0,0,2010,94000,"Reg","Inside","Sawyer","1Fam","1.5Fin","VinylSd","CBlock","Unf","TA",NA
"1123",NA,9819,6,5,1977,1977,1567,1567,2,0,2,5,2,2,2009,196000,"IR1","Inside","Mitchel","1Fam","1Story","Plywood","PConc","ALQ","Gd","Attchd"
"1124",98,8731,5,5,1920,1950,915,1167,1,0,3,6,1,2,2007,144000,"IR1","Inside","BrkSide","1Fam","1Story","Stucco","BrkTil","BLQ","TA","Detchd"
"1125",60,7350,5,7,1951,1951,952,952,1,0,2,4,0,2,2008,139000,"Reg","Corner","NAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Detchd"
"1126",NA,10304,5,7,1976,1976,780,1868,2,1,4,9,1,2,2009,197500,"IR1","CulDSac","NWAmes","1Fam","2Story","Plywood","CBlock","ALQ","Gd","Attchd"
"1127",77,9965,8,5,2006,2007,1466,2828,3,0,4,11,1,3,2007,424870,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","BuiltIn"
"1128",NA,9000,5,3,1959,1959,1006,1006,1,0,3,5,0,0,2008,80000,"Reg","Inside","Sawyer","1Fam","1Story","Wd Sdng","CBlock","GLQ","TA",NA
"1129",60,12180,4,4,1941,1950,672,924,1,0,2,5,0,1,2010,80000,"Reg","Inside","Edwards","2fmCon","1.5Fin","MetalSd","BrkTil","BLQ","Fa","Detchd"
"1130",52,6240,5,6,1928,1950,1042,1576,1,0,3,8,1,1,2006,149000,"Reg","Inside","BrkSide","1Fam","1.5Fin","MetalSd","BrkTil","Unf","TA","Detchd"
"1131",NA,11200,6,5,1985,1985,1298,1298,2,0,3,5,1,2,2006,180000,"Reg","Inside","SawyerW","1Fam","1Story","Wd Sdng","CBlock","GLQ","Gd","Attchd"
"1132",75,12000,7,7,1941,1950,704,1564,1,1,3,7,1,1,2009,174500,"Reg","Inside","Crawfor","1Fam","2Story","MetalSd","CBlock","Rec","Fa","Attchd"
"1133",NA,5700,7,7,1926,1950,572,1111,1,0,2,5,1,1,2008,116900,"Reg","Inside","OldTown","1Fam","1.5Fin","Wd Sdng","PConc","Unf","TA","Detchd"
"1134",50,9000,7,9,1920,1988,650,1482,1,0,3,7,0,2,2009,143000,"Reg","Inside","OldTown","1Fam","2Story","VinylSd","PConc","ALQ","TA","Detchd"
"1135",57,8280,6,5,1950,1950,932,932,1,0,2,4,1,1,2007,124000,"IR1","Inside","NAmes","1Fam","1Story","BrkFace","CBlock","Unf","Gd","Attchd"
"1136",134,17755,5,4,1959,1959,1466,1466,1,1,3,6,2,2,2006,149900,"Reg","Inside","Edwards","1Fam","1Story","HdBoard","CBlock","BLQ","Fa","Attchd"
"1137",90,14115,6,7,1956,2004,1073,1811,1,0,2,6,1,2,2006,230000,"IR1","Inside","Crawfor","1Fam","1Story","Stone","PConc","ALQ","Ex","Attchd"
"1138",NA,5890,6,8,1930,2007,816,816,1,0,2,5,0,1,2008,120500,"Reg","Corner","IDOTRR","1Fam","1Story","Wd Sdng","BrkTil","ALQ","TA","Detchd"
"1139",NA,13700,7,6,1965,1988,864,1820,1,2,4,8,2,2,2008,201800,"IR1","Inside","NAmes","1Fam","2Story","VinylSd","CBlock","ALQ","Gd","Attchd"
"1140",90,10768,5,8,1976,2004,1437,1437,2,0,3,6,1,2,2007,218000,"IR1","Corner","Veenker","1Fam","1Story","Plywood","CBlock","ALQ","Gd","Attchd"
"1141",85,9350,5,8,1965,1999,1219,1265,2,0,3,6,1,2,2008,179900,"Reg","Inside","NAmes","1Fam","SLvl","BrkFace","PConc","ALQ","Gd","Attchd"
"1142",34,5001,7,5,2007,2008,1314,1314,2,0,2,6,1,2,2009,230000,"IR1","Inside","NridgHt","Twnhs","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1143",92,11932,8,5,2007,2008,1580,1580,2,0,3,7,0,3,2008,235128,"Reg","FR2","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1144",76,9120,6,6,1974,1974,901,1876,2,1,4,8,1,2,2008,185000,"Reg","Inside","NWAmes","1Fam","2Story","HdBoard","CBlock","ALQ","Gd","Attchd"
"1145",24,2280,6,5,1978,1978,855,1456,2,1,3,7,1,2,2010,146000,"Reg","Inside","NPkVill","Twnhs","2Story","Plywood","CBlock","ALQ","TA","Attchd"
"1146",NA,14778,6,7,1954,2006,1296,1640,1,0,3,7,1,2,2008,224000,"IR1","CulDSac","Crawfor","1Fam","1Story","HdBoard","CBlock","BLQ","Gd","Detchd"
"1147",109,8724,5,5,1968,1968,894,894,1,0,3,5,1,2,2007,129000,"Reg","Inside","Sawyer","1Fam","1Story","VinylSd","CBlock","BLQ","TA","Attchd"
"1148",60,12900,4,4,1969,1969,1198,1258,0,2,0,6,0,2,2008,108959,"Reg","Inside","Sawyer","Duplex","SFoyer","Plywood","CBlock","GLQ","TA","CarPort"
"1149",NA,16157,5,7,1978,1978,1360,1432,1,1,2,5,1,2,2007,194000,"IR1","FR2","Veenker","1Fam","SLvl","Plywood","PConc","ALQ","Gd","Attchd"
"1150",79,9541,7,5,2009,2009,1502,1502,2,0,3,7,0,2,2009,233170,"IR1","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1151",64,10475,8,5,2008,2008,1694,1694,2,0,3,7,0,3,2010,245350,"IR1","Corner","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1152",58,10852,6,5,2000,2000,959,1671,2,1,3,7,1,2,2006,173000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","TA","Attchd"
"1153",120,13728,6,7,1935,1986,1127,2108,2,0,4,7,2,2,2008,235000,"Reg","Corner","Edwards","1Fam","2Story","Stucco","CBlock","Rec","Gd","Basment"
"1154",76,9880,6,6,1977,1977,1096,1118,1,0,3,6,1,1,2008,171000,"Reg","Inside","Mitchel","1Fam","SLvl","Plywood","CBlock","ALQ","TA","Attchd"
"1155",76,9120,6,6,1958,1958,1261,1261,1,0,3,6,1,2,2008,163000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","ALQ","TA","Attchd"
"1156",35,4017,7,5,2006,2007,625,1250,2,1,2,5,0,2,2008,171900,"IR1","Inside","Somerst","TwnhsE","2Story","MetalSd","PConc","Unf","Gd","Detchd"
"1157",80,16560,6,8,1932,1950,952,2345,2,1,4,9,1,2,2006,239000,"IR1","Inside","Crawfor","1Fam","2Story","Wd Sdng","BrkTil","Rec","TA","Detchd"
"1158",85,10678,8,5,1992,2000,1683,2872,2,1,4,9,1,2,2007,285000,"Reg","Inside","NoRidge","1Fam","1.5Fin","HdBoard","PConc","GLQ","Gd","Attchd"
"1159",37,6951,5,5,1984,1985,876,923,1,0,3,5,0,1,2008,119500,"IR1","CulDSac","Mitchel","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1160",NA,3950,6,8,1926,2004,818,1224,1,0,3,5,0,1,2009,115000,"Reg","Inside","OldTown","1Fam","1.5Fin","MetalSd","CBlock","Rec","TA","Detchd"
"1161",54,7681,5,6,1921,1950,731,1343,1,1,3,7,1,1,2009,154900,"IR1","FR2","Crawfor","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Detchd"
"1162",77,8335,5,5,1954,1954,0,1124,1,0,3,5,1,0,2006,93000,"Reg","Corner","Edwards","1Fam","1Story","Wd Sdng","Slab",NA,"TA",NA
"1163",NA,11170,7,5,1990,1991,1216,2514,2,1,4,8,0,2,2006,250000,"IR2","Corner","Timber","1Fam","2Story","MetalSd","Wood","LwQ","TA","Attchd"
"1164",60,10800,5,6,1920,1950,1120,1130,1,0,2,5,1,2,2006,120000,"Reg","Inside","OldTown","1Fam","1Story","Stucco","BrkTil","Rec","TA","Detchd"
"1165",50,35133,5,4,1963,1963,1572,1572,1,1,3,5,2,3,2007,186700,"Reg","Inside","Timber","1Fam","1Story","MetalSd","CBlock","Rec","TA","2Types"
"1166",60,9738,5,7,1924,1950,784,1221,1,0,4,7,0,1,2006,104900,"Reg","Inside","Edwards","1Fam","1.5Fin","AsbShng","BrkTil","BLQ","TA","Attchd"
"1167",107,10615,3,5,1900,1970,978,1699,2,0,3,7,0,2,2009,95000,"IR1","Corner","OldTown","2fmCon","2Story","HdBoard","CBlock","BLQ","TA","CarPort"
"1168",89,12461,8,5,1994,1995,1624,1624,2,0,2,5,1,3,2006,262000,"Reg","Corner","NoRidge","1Fam","1Story","ImStucc","PConc","GLQ","Gd","Attchd"
"1169",68,8935,7,5,2002,2002,831,1660,2,1,3,7,0,2,2009,195000,"IR1","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1170",60,7500,7,5,1999,1999,994,1804,2,1,3,7,1,2,2010,189000,"Reg","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1171",NA,32463,4,4,1961,1975,1249,1622,1,0,3,7,1,4,2007,168000,"Reg","Inside","Mitchel","2fmCon","1Story","MetalSd","CBlock","BLQ","TA","2Types"
"1172",24,2645,8,5,1999,2000,776,1441,2,1,2,5,0,2,2007,174000,"Reg","Inside","Somerst","Twnhs","2Story","MetalSd","PConc","Unf","Gd","Detchd"
"1173",60,9600,5,8,1925,1994,702,1472,1,0,3,6,0,1,2007,125000,"Reg","Inside","OldTown","1Fam","1.5Fin","VinylSd","PConc","Unf","Gd","Detchd"
"1174",NA,4500,6,5,1999,1999,1224,1224,2,0,2,5,0,2,2009,165000,"Reg","FR2","Mitchel","TwnhsE","1Story","VinylSd","PConc","GLQ","TA","Attchd"
"1175",80,9364,6,7,1969,1969,663,1352,1,1,4,7,0,1,2010,158000,"Reg","Corner","Sawyer","1Fam","2Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1176",51,8029,6,5,2005,2005,728,1456,2,1,3,8,0,2,2008,176000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1177",58,14054,7,5,2006,2006,879,1863,2,1,4,9,1,3,2006,219210,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1178",65,8850,7,6,1916,1950,815,1690,1,0,3,7,1,1,2006,144000,"IR1","Corner","OldTown","1Fam","2.5Unf","MetalSd","BrkTil","Unf","TA","Detchd"
"1179",70,9100,7,5,2001,2001,1212,1212,2,0,3,6,0,2,2009,178000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1180",75,11235,4,5,1963,1979,1051,1382,1,1,3,6,1,2,2006,148000,"Reg","Inside","Sawyer","1Fam","1Story","HdBoard","CBlock","Rec","TA","Attchd"
"1181",71,9353,4,5,1970,1970,864,864,1,0,3,5,0,1,2006,116050,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Unf","TA","Attchd"
"1182",80,10400,7,5,1998,1998,866,1779,2,1,3,6,0,2,2009,197900,"Reg","Corner","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1183",50,6000,5,8,1925,1997,884,1348,1,0,3,5,1,1,2009,117000,"Reg","Corner","BrkSide","1Fam","1.5Fin","Wd Sdng","BrkTil","Unf","TA","Detchd"
"1184",75,9750,7,5,2000,2001,1630,1630,2,0,3,6,1,2,2009,213000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1185",78,10140,5,6,1975,1975,1056,1074,1,1,3,6,0,2,2006,153500,"Reg","Inside","NWAmes","1Fam","1Story","HdBoard","CBlock","ALQ","TA","Attchd"
"1186",90,14684,7,7,1990,1991,2158,2196,2,0,3,7,1,3,2009,271900,"IR1","CulDSac","SawyerW","1Fam","1Story","HdBoard","CBlock","ALQ","Gd","Attchd"
"1187",NA,8900,4,4,1966,1966,1056,1056,1,0,2,5,0,1,2006,107000,"Reg","Inside","SawyerW","1Fam","1Story","HdBoard","CBlock","Rec","TA","Detchd"
"1188",70,9135,6,5,2003,2003,1682,1700,2,0,3,7,0,2,2006,200000,"Reg","Inside","CollgCr","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1189",70,7763,5,7,1962,1980,931,1283,1,0,3,6,0,2,2008,140000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","Rec","TA","Detchd"
"1190",85,10182,8,5,2006,2006,1660,1660,2,0,3,8,1,2,2006,290000,"IR1","CulDSac","Somerst","1Fam","1Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1191",70,11218,6,5,1992,1992,1055,1845,2,1,3,8,1,2,2010,189000,"Reg","Inside","SawyerW","1Fam","2Story","Wd Sdng","PConc","Unf","Gd","Attchd"
"1192",152,12134,8,7,1988,2005,559,1752,2,0,4,8,0,2,2010,164000,"IR1","Inside","Gilbert","1Fam","1.5Fin","Wd Sdng","Wood","GLQ","TA","Basment"
"1193",50,9340,4,6,1941,1950,672,672,1,0,2,4,0,1,2009,113000,"Reg","Inside","Edwards","1Fam","1Story","MetalSd","CBlock","Rec","TA","Attchd"
"1194",NA,10246,4,9,1965,2001,648,960,0,0,0,3,0,1,2006,145000,"IR1","CulDSac","Sawyer","1Fam","SLvl","VinylSd","CBlock","GLQ","TA","Attchd"
"1195",69,10205,5,5,1962,1962,925,999,1,0,3,6,0,1,2006,134500,"IR1","Inside","NAmes","1Fam","SFoyer","MetalSd","CBlock","BLQ","TA","Attchd"
"1196",99,7094,5,5,1966,1966,894,894,1,0,3,5,0,1,2007,125000,"IR1","Inside","Sawyer","1Fam","1Story","VinylSd","CBlock","Rec","TA","Detchd"
"1197",68,8930,6,5,1978,1978,0,1902,2,0,4,8,0,2,2010,112000,"Reg","Inside","Sawyer","Duplex","1.5Fin","VinylSd","Slab",NA,"TA","Attchd"
"1198",72,8640,8,5,2009,2009,1300,1314,2,0,3,6,0,2,2009,229456,"Reg","Inside","Somerst","1Fam","1Story","CemntBd","PConc","GLQ","Gd","Attchd"
"1199",52,6240,4,5,1947,1950,0,912,1,0,2,3,0,0,2006,80500,"Reg","Inside","BrkSide","1Fam","1.5Fin","AsbShng","Slab",NA,"TA",NA
"1200",21,1680,6,5,1971,1971,672,1218,1,1,3,7,0,0,2006,91500,"Reg","Inside","BrDale","Twnhs","2Story","CemntBd","CBlock","Unf","TA",NA
"1201",66,7800,5,5,1964,1964,912,912,1,0,2,5,0,1,2006,115000,"IR1","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","Rec","TA","Attchd"
"1202",55,8250,5,5,1968,1968,952,1211,1,0,3,5,1,1,2008,134000,"Reg","Inside","Sawyer","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"1203",78,10496,6,6,1949,1950,1040,1846,2,0,3,7,1,1,2007,143000,"Reg","Inside","NAmes","1Fam","1.5Fin","Wd Sdng","CBlock","Rec","TA","Attchd"
"1204",89,10680,5,3,1951,1951,2136,2136,2,0,4,7,0,2,2006,137900,"Reg","Inside","NAmes","1Fam","1Story","Wd Sdng","CBlock","LwQ","TA","Detchd"
"1205",60,15384,7,5,2004,2005,788,1490,2,1,3,8,1,2,2008,184000,"IR1","Inside","Gilbert","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1206",65,10482,6,8,1958,1958,588,1138,1,0,3,6,0,1,2007,145000,"Reg","Inside","NAmes","1Fam","SLvl","VinylSd","CBlock","GLQ","TA","Attchd"
"1207",86,14598,6,5,2007,2007,894,1933,2,1,4,9,1,3,2008,214000,"IR1","CulDSac","Somerst","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1208",72,8872,5,8,1965,2008,912,912,1,0,2,5,0,2,2008,147000,"Reg","Corner","NAmes","1Fam","1Story","VinylSd","CBlock","ALQ","Gd","Detchd"
"1209",65,8769,9,5,2008,2008,1702,1702,1,1,1,7,1,3,2008,367294,"Reg","Corner","NridgHt","TwnhsE","1Story","MetalSd","PConc","GLQ","Ex","Attchd"
"1210",70,7910,5,5,1960,1960,1075,1507,2,0,4,7,0,1,2008,127000,"Reg","Inside","NAmes","1Fam","SLvl","BrkFace","CBlock","ALQ","TA","Basment"
"1211",NA,18890,5,5,1977,1977,1361,2620,2,2,4,12,1,2,2007,190000,"IR1","Inside","Sawyer","Duplex","1.5Fin","Plywood","CBlock","GLQ","TA","BuiltIn"
"1212",70,7728,5,6,1962,1962,1106,1190,1,0,3,6,0,2,2006,132500,"Reg","Inside","NAmes","Duplex","SLvl","Wd Sdng","CBlock","ALQ","TA","Attchd"
"1213",70,9842,4,5,1962,1962,0,1224,2,0,2,6,0,2,2007,101800,"Reg","FR2","NAmes","Duplex","1Story","HdBoard","Slab",NA,"TA","CarPort"
"1214",NA,12160,5,5,1959,1959,1188,1188,1,0,3,6,0,2,2010,142000,"IR1","Inside","NAmes","1Fam","1Story","Plywood","CBlock","Rec","TA","Attchd"
"1215",55,8525,5,6,1911,1950,940,1964,1,1,4,7,0,0,2008,130000,"Reg","Inside","SWISU","1Fam","2Story","MetalSd","PConc","Unf","TA",NA
"1216",96,13132,5,5,1914,1950,747,1784,1,1,4,9,0,1,2006,138887,"Reg","Inside","Crawfor","1Fam","2Story","Wd Sdng","BrkTil","Unf","TA","Detchd"
"1217",36,2628,7,5,2003,2003,764,1626,2,1,2,6,0,2,2010,175500,"Reg","Inside","NridgHt","Twnhs","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1218",41,12393,7,5,2004,2005,847,1948,2,1,4,8,1,2,2006,195000,"IR2","FR2","CollgCr","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1219",63,13072,6,5,2005,2005,1141,1141,1,1,3,6,0,2,2006,142500,"Reg","Inside","SawyerW","1Fam","1Story","VinylSd","PConc","Unf","TA","Detchd"
"1220",64,9037,8,5,2006,2006,1476,1484,2,0,2,6,1,2,2007,265900,"IR1","Inside","Timber","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1221",65,8158,7,5,2003,2003,884,1768,2,1,3,8,0,2,2008,224900,"Reg","Inside","CollgCr","1Fam","2Story","VinylSd","PConc","GLQ","Gd","Attchd"
"1222",83,9849,7,6,2007,2007,1689,1689,2,0,3,7,0,3,2007,248328,"Reg","Inside","Somerst","1Fam","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1223",85,10625,7,6,1974,1974,1053,1173,2,0,3,6,2,2,2010,170000,"Reg","Inside","NWAmes","1Fam","SFoyer","Plywood","CBlock","GLQ","Gd","Attchd"
"1224",107,13891,10,5,2006,2006,2076,2076,2,1,2,7,1,3,2006,465000,"Reg","Inside","NridgHt","1Fam","1Story","VinylSd","PConc","GLQ","Ex","Attchd"
"1225",NA,11435,8,7,1929,1950,792,1517,1,0,3,7,2,2,2006,230000,"IR1","Corner","Crawfor","1Fam","2Story","BrkFace","PConc","Unf","Gd","Detchd"
"1226",78,12090,6,7,1984,2003,585,1868,3,1,3,7,1,2,2007,178000,"Reg","Inside","NWAmes","1Fam","SLvl","VinylSd","CBlock","Unf","TA","BuiltIn"
"1227",65,8125,7,5,2005,2006,756,1553,2,1,3,6,0,2,2006,186500,"Reg","Inside","Somerst","1Fam","2Story","VinylSd","PConc","Unf","Gd","Attchd"
"1228",NA,12328,6,5,1976,1976,1012,1034,1,0,3,6,0,3,2010,169900,"IR1","Inside","Mitchel","1Fam","SLvl","HdBoard","CBlock","GLQ","TA","Attchd"
"1229",60,9600,6,5,1917,1950,735,2058,1,1,3,8,1,2,2008,129500,"Reg","Inside","OldTown","1Fam","2.5Unf","AsbShng","BrkTil","Rec","TA","Detchd"
"1230",60,7200,5,7,1950,1950,876,988,1,0,3,6,0,1,2007,119000,"Reg","Inside","NAmes","1Fam","1Story","MetalSd","CBlock","BLQ","TA","Attchd"
"1231",93,11160,7,5,1968,1968,2110,2110,2,1,3,8,2,2,2010,244000,"Reg","Corner","NAmes","1Fam","1Story","BrkFace","CBlock","ALQ","Ex","Attchd"
"1232",NA,3136,7,5,2003,2003,1405,1405,2,0,2,6,1,2,2006,171750,"IR1","Corner","NridgHt","TwnhsE","1Story","VinylSd","PConc","Unf","Gd","Attchd"
"1233",62,9858,5,6,1968,1968,864,874,1,0,3,5,0,1,2009,130000,"Reg","Inside","Mitchel","1Fam","1Story","HdBoard","CBlock","BLQ","TA","Attchd"
"1234",NA,17542,7,7,1974,2003,1192,2167,2,1,3,9,2,2,2007,294000,"IR1","Inside","Veenker","1Fam","2Story","Wd Sdng","CBlock","LwQ","Gd","Attchd"
"1235",60,6931,7,5,2003,2004,746,1656,2,1,3,7,1,2,2008,165400,"Reg","Inside","Edwards","1Fam","2Story","VinylSd","PConc","Unf","Gd","BuiltIn"
"1236",52,6240,6,6,1931,1950,884,1367,1,0,3,6,1,1,2007,127500,"Reg","Inside","BrkSide","1Fam","1.5Fin","Wd Sdng","BrkTil","LwQ","TA","Detchd"
"1237",91,14303,8,5,1994,1994,1986,1987,2,0,2,7,1,2,2008,301500,"IR1","Corner","NoRidge","1Fam","1Story","HdBoard","PConc","GLQ","Gd","Attchd"
